32.0000,1.0000,3.0000,0.9600,9.3700,3.3000,0.2844,88.0000,0.0117,0.0000
102.0000,1.0000,0.9800,0.9900,9.0400,0.0600,0.0047,274.0000,0.0380,1.0000
57.0000,4.0000,7.0000,0.9120,13.7000,1.8000,0.0117,38.0000,0.0062,0.0000
293.0000,4.0000,1.0000,0.9800,4.7000,0.0600,0.0029,15.0000,0.0039,1.0000
29.0000,2.0000,6.0000,0.9300,18.9000,5.6000,0.0262,0.0000,0.0000,0.0000
67.0000,18.0000,26.0000,0.3700,20.5100,0.6000,0.0095,34.0000,0.0220,0.0000
148.0000,4.0000,2.7000,0.9700,15.9000,0.2800,0.0053,46.0000,0.0072,0.0000
56.0000,2.0000,3.0000,0.9600,18.4700,0.7000,20.8000,10.0000,0.1700,0.0000
10.0000,7.0000,70.0000,0.3000,22.1300,6.4000,0.0312,2.0000,0.0014,0.0000
28.0000,6.0000,21.0000,0.7800,16.8700,1.2000,0.0219,11.0000,0.5656,0.0000
